"","score_rank","price","Strategy","Multiplayer","Action","COOP","Early_Access","Open_World","Adventure","Indie","Casual","Horror","Puzzle","Platformer","Two_Dimensional","Pixel_Graphics","Point_And_Click","VR","likely_to_succeed"
"1867",35,2999,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"1868",2,399,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,"No"
"1869",19,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"1870",45,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1871",67,2499,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1872",77,399,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"No"
"1873",26,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"No"
"1874",34,1499,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"No"
"1875",43,2499,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,"Yes"
"1876",6,399,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"No"
"1877",11,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Yes"
"1878",37,999,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,"Yes"
"1879",39,499,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"No"
"1880",65,499,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,"No"
"1881",13,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,"No"
"1882",31,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"No"
"1883",43,999,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,"No"
"1884",4,2999,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"1885",77,1999,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,"No"
"1886",67,2499,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,"Yes"
"1887",23,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1888",29,499,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,"No"
"1889",35,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"1890",84,2499,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,"Yes"
"1891",47,99,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"No"
"1892",21,499,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"No"
"1893",35,499,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,"No"
"1894",43,999,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,"No"
"1895",4,99,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"No"
"1896",34,1999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1897",32,999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"No"
"1898",3,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1900",65,499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"1901",87,999,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,"No"
"1902",31,199,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,"No"
"1904",56,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"1905",73,999,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"Yes"
"1906",52,674,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,"No"
"1907",50,1999,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"No"
"1908",95,1199,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,"Yes"
"1909",77,499,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"No"
"1910",7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"No"
"1911",5,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"No"
"1912",1,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"1914",47,1299,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,"No"
"1915",47,3349,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,"Yes"
"1916",10,104,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"1917",70,999,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,"No"
"1918",50,499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"1919",50,499,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,"No"
"1920",84,4999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"1921",22,99,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"No"
"1922",9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1923",54,999,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"Yes"
"1924",5,299,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"No"
"1925",17,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"1926",32,499,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,"No"
"1927",26,1154,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Yes"
"1928",56,599,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"1929",65,1499,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"No"
"1930",7,499,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"1931",32,1499,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"1932",52,999,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"No"
"1933",32,499,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"No"
"1934",34,3999,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Yes"
"1935",17,1499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"1936",13,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,"No"
"1937",35,1999,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yes"
"1938",28,499,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,"No"
"1940",47,1999,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,"Yes"
"1941",13,299,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"No"
"1942",22,1999,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"No"
"1943",84,999,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,"No"
"1944",25,1999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"1945",0,2999,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"No"
"1946",95,499,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,"No"
"1947",16,99,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,"No"
"1949",80,2499,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"1950",34,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,"No"
"1951",2,499,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"1952",5,99,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,"No"
"1953",10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"1954",84,2999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Yes"
"1955",34,999,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,"No"
"1958",62,1499,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"No"
"1959",26,999,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,"No"
"1960",52,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"1961",32,139,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"1962",87,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"1963",50,699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1964",65,1499,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"Yes"
"1965",8,1999,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"1966",23,2999,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,"Yes"
"1967",47,999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"1968",77,499,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,"No"
"1970",45,2999,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Yes"
"1971",32,2999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"1972",77,999,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"1973",1,999,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"No"
"1974",37,499,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,"No"
"1975",59,1999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"1976",95,89,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,"No"
"1977",12,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1978",21,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,"No"
"1979",56,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"1980",6,2999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Yes"
"1981",22,199,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"No"
"1982",98,1499,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,"No"
"1983",21,499,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,"No"
"1985",56,3999,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,"Yes"
"1986",62,999,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,"No"
"1987",84,1799,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,"Yes"
"1988",28,1199,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"1991",19,699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1992",50,699,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,"No"
"1993",35,399,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"1994",28,1999,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"1995",32,4499,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"1996",9,699,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,"No"
"1997",22,1999,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,"Yes"
"1999",80,499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"2000",18,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"No"
"2001",8,199,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"No"
"2002",17,199,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"No"
"2003",11,999,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"2004",13,1499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"2005",4,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,"No"
"2006",23,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"2007",100,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"No"
"2008",56,499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"2009",41,999,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Yes"
"2010",62,999,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"No"
"2011",73,999,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,"No"
"2013",99,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"No"
"2014",84,999,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,"Yes"
"2015",29,499,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"2016",12,999,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"2017",39,1499,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,"No"
"2018",87,499,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,"No"
"2019",18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"2020",62,499,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,"No"
"2021",87,1999,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"Yes"
"2022",26,1999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Yes"
"2023",98,1499,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,"Yes"
"2024",93,499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"2025",50,149,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"2026",25,499,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Yes"
"2027",70,1499,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,"No"
"2028",23,299,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"No"
"2030",52,999,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"2032",70,1499,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,"No"
"2033",39,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"2034",50,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,"No"
"2035",70,51,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,"No"
"2036",62,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"2037",84,2999,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Yes"
"2038",25,999,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,"No"
"2039",28,99,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"2040",13,2499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"2041",59,499,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"No"
"2042",73,1499,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,"Yes"
"2043",65,1499,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,"No"
"2044",14,4999,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"2045",73,3999,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,"Yes"
"2046",22,49,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,"No"
"2047",39,99,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,"No"
"2048",6,99,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"No"
"2049",39,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Yes"
"2050",70,899,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,"No"
"2051",39,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"No"
"2052",43,399,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,"No"
"2053",56,499,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"No"
"2054",13,5999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"2055",95,1499,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,"Yes"
"2056",95,599,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,"Yes"
"2057",5,1999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"2058",39,999,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"No"
"2059",31,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"2060",13,299,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"No"
"2061",90,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,"Yes"
"2062",26,499,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,"No"
"2063",77,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,"No"
"2064",8,1499,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"No"
"2065",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"2066",8,499,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"2067",77,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"2069",20,999,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,"No"
"2070",73,499,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,"No"
"2071",13,999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"2072",35,999,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"2073",1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,"No"
"2074",3,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"2075",77,299,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"No"
"2076",4,99,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,"No"
"2077",47,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"No"
"2078",39,799,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"2079",77,799,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,"No"
"2080",32,499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"2081",10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"No"
"2082",100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"No"
"2083",70,999,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,"Yes"
"2084",21,499,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"No"
"2085",56,999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"2086",13,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"2087",80,499,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,"No"
"2088",87,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,"No"
"2089",84,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"No"
"2090",84,799,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,"No"
"2091",39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"No"
"2092",95,999,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,"No"
"2093",25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"No"
"2095",62,999,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,"No"
"2096",56,1499,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,"No"
"2097",77,899,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,"No"
"2098",62,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,"No"
"2099",87,999,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,"Yes"
"2100",31,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Yes"
"2101",56,499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"2102",39,999,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"No"
"2103",17,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,"Yes"
"2105",7,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"No"
"2106",17,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Yes"
"2107",67,999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"2108",90,999,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,"No"
"2109",70,2499,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,"Yes"
"2110",41,999,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,"No"
"2112",29,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,"No"
"2113",28,2499,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"2114",93,1499,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,"No"
"2115",87,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"Yes"
"2116",13,599,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"No"
"2117",50,1499,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"2118",77,999,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,"No"
"2119",52,1599,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"2121",41,499,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"2122",62,199,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"No"
"2123",39,3499,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Yes"
"2124",54,499,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"No"
"2125",59,649,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"No"
"2126",90,89,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,"Yes"
"2127",5,99,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,"No"
"2128",16,1999,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"No"
"2129",67,599,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,"No"
"2130",18,2999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"2131",37,599,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,"No"
"2132",77,199,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,"No"
"2133",19,99,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"2135",45,4999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"2136",59,1299,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,"No"
"2137",90,999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"No"
"2138",7,199,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,"No"
"2139",70,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"2141",9,99,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,"No"
"2142",26,99,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,"No"
"2143",54,999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"2144",11,1999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"2145",93,699,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,"Yes"
"2146",52,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,"No"
"2147",25,1499,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Yes"
"2148",26,99,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"No"
"2149",93,1499,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,"Yes"
"2150",77,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"No"
"2151",45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"No"
"2152",3,499,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,"No"
"2153",50,499,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"Yes"
"2154",10,299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"2155",9,5999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"2156",23,4999,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"2157",52,1499,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,"No"
"2158",65,49,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,"No"
"2159",12,99,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,"No"
"2160",87,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"Yes"
"2161",77,1499,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,"No"
"2162",9,499,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"2163",32,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"No"
"2164",98,149,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,"Yes"
"2165",10,99,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,"No"
"2166",84,599,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,"No"
"2167",84,1999,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,"No"
"2168",90,69,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,"No"
"2169",59,999,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,"No"
"2170",12,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"2171",98,1499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Yes"
"2172",41,699,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,"No"
"2173",15,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"No"
"2174",59,99,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"2175",7,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"No"
"2176",93,1499,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"2177",7,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"No"
"2178",54,1599,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"2179",19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"2180",77,1499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"2181",21,799,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"2182",73,1499,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,"No"
"2184",65,1499,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,"Yes"
"2185",10,3999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"2186",21,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"No"
"2187",70,299,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"2188",87,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"Yes"
"2189",56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"No"
"2190",12,49,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,"No"
"2191",11,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"No"
"2192",43,99,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,"No"
"2193",45,99,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,"No"
"2194",93,999,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,"Yes"
"2196",32,2999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"2197",21,499,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Yes"
"2198",87,824,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"No"
"2199",65,499,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,"No"
