"","score_rank","price","Strategy","Multiplayer","Action","COOP","Early_Access","Open_World","Adventure","Indie","Casual","Horror","Puzzle","Platformer","Two_Dimensional","Pixel_Graphics","Point_And_Click","VR","likely_to_succeed"
"2578",32,999,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"2579",34,899,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"2580",73,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2581",6,499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2582",29,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2583",67,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0
"2584",84,499,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"2585",50,499,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"2586",31,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2587",67,3999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"2588",52,99,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2589",67,999,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2590",80,599,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
"2591",98,2999,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"2592",6,99,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"2593",21,499,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2594",15,1999,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"2595",2,3499,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"2596",37,199,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"2597",39,499,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
"2598",59,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"2599",84,1999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2600",15,999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2601",9,50,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
"2602",37,499,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
"2603",17,99,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"2604",45,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
"2605",87,1699,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"2606",5,3999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2607",93,399,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
"2608",35,799,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
"2609",52,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2610",18,199,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2611",26,699,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2613",77,999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2614",43,3499,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2615",95,699,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0
"2616",35,1999,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"2617",93,1999,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1
"2618",95,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0
"2619",73,999,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"2621",31,1999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2625",16,299,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2627",41,999,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"2628",80,999,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"2629",1,599,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"2630",90,499,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2631",22,799,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2632",23,299,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"2633",93,999,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
"2634",80,3499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2635",32,599,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2636",21,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2637",73,999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"2638",2,399,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"2639",28,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"2641",8,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2643",29,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2644",41,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2645",15,99,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2646",98,2999,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1
"2647",90,1199,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1
"2648",34,999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2649",93,799,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
"2650",62,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"2651",87,1499,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
"2652",35,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2654",7,599,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
"2655",65,99,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2656",56,999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2657",8,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"2658",39,999,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
"2659",80,1499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2660",10,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2661",4,499,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2662",39,999,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"2663",5,99,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"2664",32,999,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"2665",65,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2666",29,1124,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2667",67,99,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2669",95,999,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0
"2670",67,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"2671",56,1999,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
"2672",52,499,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2673",5,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2674",35,999,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2676",19,399,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"2677",7,599,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2678",3,999,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2679",5,499,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2680",32,1999,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2681",90,299,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
"2682",37,299,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"2683",32,499,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2684",39,49,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
"2685",80,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2686",67,999,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0
"2687",67,1999,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"2688",34,299,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"2689",95,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
"2690",6,499,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
"2691",52,49,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0
"2692",20,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2693",90,499,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"2694",25,499,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0
"2695",3,99,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
"2696",45,1499,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
"2697",10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2698",28,1299,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"2699",73,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"2700",18,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2701",62,1999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"2702",90,2499,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
"2703",70,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"2705",35,499,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0
"2706",34,499,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2707",80,1499,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1
"2708",99,999,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2709",26,999,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
"2710",28,999,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0
"2711",41,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2712",37,499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2713",87,999,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2714",17,199,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
"2715",37,399,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
"2717",20,999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2718",6,299,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"2719",25,799,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2720",16,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"2721",39,499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2722",84,1499,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"2723",47,499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"2724",4,99,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2725",67,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
"2726",93,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"2727",84,999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2728",65,1999,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
"2729",43,1999,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"2730",29,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2732",67,199,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2733",14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2735",20,499,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2736",18,1999,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0
"2737",1,1499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2738",22,99,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2739",32,299,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"2740",77,1499,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1
"2741",20,999,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
"2742",54,1499,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"2744",20,599,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
"2745",1,1999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2746",70,999,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2747",19,999,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2748",87,999,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1
"2749",45,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"2750",34,199,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"2751",87,799,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1
"2752",43,199,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
"2753",47,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2754",21,999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2755",65,899,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
"2756",17,299,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"2757",62,599,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2758",31,1499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2759",80,1199,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"2760",52,1499,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2761",93,1499,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2762",5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2763",95,1499,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"2764",80,999,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"2765",35,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2766",16,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1
"2767",39,1499,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2768",95,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"2769",34,999,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
"2770",37,1499,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
"2771",52,1499,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"2773",87,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"2774",50,1999,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"2775",28,249,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2776",67,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"2777",5,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2778",52,499,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2779",2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2780",54,1999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2782",54,799,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
"2783",3,999,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"2784",65,99,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2785",62,1999,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"2786",56,999,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"2787",23,2499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2788",26,1499,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2789",3,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"2790",87,999,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2791",98,999,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0
"2792",43,499,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2794",6,299,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"2795",16,1499,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"2797",65,299,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2798",84,999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2800",26,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2801",41,999,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
"2802",31,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2803",90,999,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0
"2804",67,1399,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
"2805",65,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"2806",73,499,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0
"2807",62,899,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
"2808",47,1499,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
"2809",95,4999,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"2810",2,1499,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2811",54,999,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2812",45,599,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"2813",13,3999,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
"2814",43,1999,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0
"2815",80,199,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
"2816",12,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2817",22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2819",54,899,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0
"2820",87,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"2821",84,99,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
"2822",70,999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2823",47,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"2824",73,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
"2825",70,49,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"2826",62,799,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2827",26,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2828",23,599,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2829",56,399,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
"2830",93,599,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2831",31,999,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"2832",59,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"2834",84,599,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2835",50,1499,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"2836",52,599,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2837",14,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2838",19,99,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2839",70,599,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2840",93,499,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"2841",77,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"2842",70,599,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2843",11,799,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
"2844",84,1499,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
"2845",18,599,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2847",29,999,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
"2848",59,599,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2849",43,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"2850",37,299,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
"2851",32,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2854",26,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2855",7,1299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2856",29,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1
"2857",73,999,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
"2858",59,699,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0
"2859",35,1299,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
"2860",90,999,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
"2861",31,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2862",28,499,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2863",67,50,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2864",4,999,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2865",80,499,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2866",7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2867",8,799,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
"2868",25,1499,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"2869",37,499,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"2870",13,199,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2871",23,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2872",22,999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2873",45,5999,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1
"2874",73,999,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
"2875",73,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2876",62,499,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"2877",98,999,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0
"2878",52,499,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2879",56,499,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2880",32,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2881",31,599,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
"2882",52,499,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
"2883",31,999,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2884",21,299,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2885",9,999,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"2886",0,299,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2887",84,1499,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0
"2888",70,299,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"2890",47,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
"2891",73,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
"2892",90,499,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2893",19,99,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"2894",28,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2896",3,399,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"2897",52,499,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"2898",47,1599,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"2899",17,999,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2900",4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2901",13,599,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2902",26,4999,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"2904",13,999,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
"2905",47,669,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"2906",90,2999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2907",93,999,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
"2908",52,299,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2909",43,499,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
"2910",87,1999,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"2911",52,699,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"2912",4,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2913",67,99,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
"2914",9,199,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0
"2915",62,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"2916",80,1999,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"2917",14,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2918",65,1499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2919",8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2920",50,999,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"2922",31,199,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"2923",87,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
"2924",8,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2925",62,999,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"2926",15,99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2928",13,1499,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1
"2929",10,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2930",37,499,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
"2931",39,899,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2932",29,599,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2933",13,399,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2934",22,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0
"2935",90,1499,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2936",12,299,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2937",45,999,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
